path	tracked	top	ext	kind	bytes	lines	sha256_16	flags
03_dev/backend/demo/schemas.py	tracked	03_dev	.py	text	2491	115	cb9d1d753ec14013	demo-mock-todo,secret-word
03_dev/backend/demo/seed.py	tracked	03_dev	.py	text	964	35	0c2f7fafbd05d462	demo-mock-todo
03_dev/backend/demo/ws_manager.py	tracked	03_dev	.py	text	1548	46	9e51602fea738167	
03_dev/backend/v1/.env.example	tracked	03_dev	.example	text	1197	34	1fc8cc6a70bc0cce	demo-mock-todo,secret-word
03_dev/backend/v1/.gitignore	tracked	03_dev	[none]	text	270	29	2754edd7d279ce5d	
03_dev/backend/v1/README.md	tracked	03_dev	.md	text	5842	157	a2a68ed1104b656d	demo-mock-todo,secret-word
03_dev/backend/v1/alembic.ini	tracked	03_dev	.ini	text	5001	149	03fe3d71e371f72d	secret-word
03_dev/backend/v1/alembic/README	tracked	03_dev	[none]	text	38	1	31595cf53626af9e	
03_dev/backend/v1/alembic/env.py	tracked	03_dev	.py	text	2239	83	fb7f6fbff8c0f090	
03_dev/backend/v1/alembic/script.py.mako	tracked	03_dev	.mako	text	704	28	d38920781b4d31ae	
03_dev/backend/v1/alembic/versions/7a15771bdc7b_add_study_rollcall_teacher_tables.py	tracked	03_dev	.py	text	19397	322	ea210beeab189725	secret-word
03_dev/backend/v1/alembic/versions/b2c3d4e5f6a7_align_application_schema.py	tracked	03_dev	.py	text	2161	57	a7fcb6a8d88e0675	
03_dev/backend/v1/alembic/versions/c3d4e5f6a7b8_add_study_absence_period.py	tracked	03_dev	.py	text	1568	41	4c73d7e18c354a3d	
03_dev/backend/v1/alembic/versions/d4e5f6a7b8c9_add_student_registration_codes.py	tracked	03_dev	.py	text	1865	56	a97c9d15c63cf097	secret-word
03_dev/backend/v1/alembic/versions/e5f6a7b8c9d0_add_announcements.py	tracked	03_dev	.py	text	3976	123	45315c8a4828215a	
03_dev/backend/v1/alembic/versions/f6a7b8c9d0e1_add_demo_reviewer_flags.py	tracked	03_dev	.py	text	2233	67	47e66b97869eb2a6	demo-mock-todo,secret-word
03_dev/backend/v1/app/__init__.py	tracked	03_dev	.py	text	442	13	9a0008ba5652a87d	demo-mock-todo
03_dev/backend/v1/app/config.py	tracked	03_dev	.py	text	3377	110	6398435fd51c9e73	demo-mock-todo,secret-word
03_dev/backend/v1/app/database.py	tracked	03_dev	.py	text	1650	51	905cf536c53056c5	
03_dev/backend/v1/app/deps.py	tracked	03_dev	.py	text	3426	94	9b2dd1d9905c2eb9	secret-word
03_dev/backend/v1/app/main.py	tracked	03_dev	.py	text	2701	109	3e105a48699ee5ae	secret-word
03_dev/backend/v1/app/models.py	tracked	03_dev	.py	text	32881	795	87a89e5334bcef07	demo-mock-todo,secret-word
03_dev/backend/v1/app/routers/__init__.py	tracked	03_dev	.py	text	45	1	cb51aba4efbd8e74	
03_dev/backend/v1/app/routers/accounts.py	tracked	03_dev	.py	text	6621	192	71d4bc48918763c5	secret-word
03_dev/backend/v1/app/routers/admin_registration_code.py	tracked	03_dev	.py	text	6564	192	acc13d84d090323b	secret-word
03_dev/backend/v1/app/routers/announcements.py	tracked	03_dev	.py	text	15817	445	691bf196754816d8	secret-word
03_dev/backend/v1/app/routers/applications.py	tracked	03_dev	.py	text	20462	566	d80c5114d827d38c	demo-mock-todo,secret-word
03_dev/backend/v1/app/routers/auth.py	tracked	03_dev	.py	text	5090	142	611a5ff885b7c4f5	secret-word
03_dev/backend/v1/app/routers/meals.py	tracked	03_dev	.py	text	3032	93	7a58ec3145015409	
03_dev/backend/v1/app/routers/notifications.py	tracked	03_dev	.py	text	1518	51	e0edf552ca274998	
03_dev/backend/v1/app/routers/rollcall.py	tracked	03_dev	.py	text	16430	474	3bc9964f55c772a6	demo-mock-todo
03_dev/backend/v1/app/routers/study.py	tracked	03_dev	.py	text	19084	544	9dfae7c30318942b	
03_dev/backend/v1/app/routers/teachers.py	tracked	03_dev	.py	text	6168	177	3b180716f5e73b76	secret-word
03_dev/backend/v1/app/schemas.py	tracked	03_dev	.py	text	20538	656	aa3eefc180d611ce	secret-word
03_dev/backend/v1/app/security.py	tracked	03_dev	.py	text	2315	81	11b79e1f44350bc0	secret-word
03_dev/backend/v1/app/services/__init__.py	tracked	03_dev	.py	text	94	1	8256f90a47bbdafd	
03_dev/backend/v1/app/services/approval_chain.py	tracked	03_dev	.py	text	7543	200	7a95fdf0d137dd4c	
03_dev/backend/v1/app/services/email.py	tracked	03_dev	.py	text	7114	212	0ae844c6cebde974	secret-word
03_dev/backend/v1/app/services/meals.py	tracked	03_dev	.py	text	8019	249	7dfb32474748d2f6	
03_dev/backend/v1/requirements.txt	tracked	03_dev	.txt	text	952	32	499ea0e104318f54	demo-mock-todo,secret-word
03_dev/backend/v1/seed.py	tracked	03_dev	.py	text	15330	448	dec130c403301c02	demo-mock-todo,secret-word
03_dev/backend/v1/tests/__init__.py	tracked	03_dev	.py	text	0	0	e3b0c44298fc1c14	
03_dev/backend/v1/tests/conftest.py	tracked	03_dev	.py	text	4728	156	6220e71dca9a478d	secret-word
03_dev/backend/v1/tests/test_announcements.py	tracked	03_dev	.py	text	5020	149	c833e3f9f280dbeb	secret-word
03_dev/backend/v1/tests/test_demo_reviewer.py	tracked	03_dev	.py	text	5878	166	38f614fc9b78939c	demo-mock-todo,secret-word
03_dev/backend/v1/tests/test_registration_code.py	tracked	03_dev	.py	text	7287	206	2a553888a94522bf	secret-word
03_dev/backend/v1/tests/test_smoke.py	tracked	03_dev	.py	text	13607	389	ce05469e3d3558ba	secret-word
03_dev/rollcall_device/README.md	tracked	03_dev	.md	text	2318	50	9022df8b59ead5d2	
03_dev/rollcall_device/ROLLCALL_DEVICE_DESIGN_LOG.md	tracked	03_dev	.md	text	8115	238	8051ee10f6d8f10e	demo-mock-todo,secret-word
03_dev/rollcall_device/config/.gitkeep	tracked	03_dev	[none]	text	0	0	e3b0c44298fc1c14	
03_dev/rollcall_device/docs/.gitkeep	tracked	03_dev	[none]	text	0	0	e3b0c44298fc1c14	
03_dev/rollcall_device/requirements.txt	tracked	03_dev	.txt	text	528	28	f324fc8f65c3cd75	
03_dev/rollcall_device/src/api/__init__.py	tracked	03_dev	.py	text	0	0	e3b0c44298fc1c14	
03_dev/rollcall_device/src/audio/__init__.py	tracked	03_dev	.py	text	0	0	e3b0c44298fc1c14	
03_dev/rollcall_device/src/led/__init__.py	tracked	03_dev	.py	text	0	0	e3b0c44298fc1c14	
03_dev/rollcall_device/src/main.py	tracked	03_dev	.py	text	690	16	b5c44aec219e4911	demo-mock-todo
03_dev/rollcall_device/src/nfc/__init__.py	tracked	03_dev	.py	text	0	0	e3b0c44298fc1c14	
03_dev/student_android/ANDROID_DESIGN_LOG.md	tracked	03_dev	.md	text	13995	261	c34038f325f3eaed	demo-mock-todo,secret-word
03_dev/student_android/v1/.gitignore	tracked	03_dev	[none]	text	225	15	703238443066325a	
03_dev/student_android/v1/app/.gitignore	tracked	03_dev	[none]	text	6	1	5c3174b74edc6f2b	
03_dev/student_android/v1/app/build.gradle.kts	tracked	03_dev	.kts	text	2021	63	6b381b1dada3368f	
03_dev/student_android/v1/app/proguard-rules.pro	tracked	03_dev	.pro	text	750	21	56fd960cf225f6ca	
03_dev/student_android/v1/app/src/androidTest/java/jp/tomoshibi/android/ExampleInstrumentedTest.kt	tracked	03_dev	.kt	text	667	24	d7ce79352e68fda6	
03_dev/student_android/v1/app/src/main/AndroidManifest.xml	tracked	03_dev	.xml	text	1000	27	bb5295530c32e3c6	
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/MainActivity.kt	tracked	03_dev	.kt	text	1711	42	7e37b73287151b39	demo-mock-todo
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/TomoshibiApp.kt	tracked	03_dev	.kt	text	360	12	ebd62df15448d276	
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/data/model/Models.kt	tracked	03_dev	.kt	text	3633	116	cbc382f6fe50e02d	demo-mock-todo
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/data/seed/MockData.kt	tracked	03_dev	.kt	text	5610	131	c164a2af7ff47d95	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/data/store/AppStore.kt	tracked	03_dev	.kt	text	3009	84	b1f03760fab41134	demo-mock-todo
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/nav/NavGraph.kt	tracked	03_dev	.kt	text	5155	100	f6bf2ee0505072c2	
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/nav/Routes.kt	tracked	03_dev	.kt	text	2370	53	101c6bc98a1ea7ff	
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/components/BottomTabs.kt	tracked	03_dev	.kt	text	6801	184	b85cd339defbb13b	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/components/GlobalScaffold.kt	tracked	03_dev	.kt	text	1940	54	7020178350c7bfb0	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/components/HomeCards.kt	tracked	03_dev	.kt	text	3407	103	e89e362c09089ba8	
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/components/RollCallSheet.kt	tracked	03_dev	.kt	text	8110	204	a1b0c9ad032e4b15	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/components/TopRollBar.kt	tracked	03_dev	.kt	text	7676	200	8fcfd85b90d1ccb4	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/icons/SuzuIcons.kt	tracked	03_dev	.kt	text	3301	61	a3c9a46e7aacf6e3	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/account/AccountScreen.kt	tracked	03_dev	.kt	text	27496	651	1b03f0789fe28ce3	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/applications/ApplicationDetailScreen.kt	tracked	03_dev	.kt	text	12746	284	8f718de65bc4c0c0	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/applications/ApplicationsScreen.kt	tracked	03_dev	.kt	text	14360	315	0aaf528d1f18fdf6	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/applications/ApplyNewScreen.kt	tracked	03_dev	.kt	text	17230	366	10443ace14666cef	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/community/BusScreen.kt	tracked	03_dev	.kt	text	7120	159	a50fc277bc8493f3	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/community/DeliveryScreen.kt	tracked	03_dev	.kt	text	8208	176	43289855e0d9507b	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/community/FeedbackScreen.kt	tracked	03_dev	.kt	text	9332	201	4f7daae1f06680a2	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/community/LostFoundScreen.kt	tracked	03_dev	.kt	text	9707	209	e88b3b15aa553366	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/community/MusicScreen.kt	tracked	03_dev	.kt	text	15672	338	a43d8eec67604084	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/community/ScheduleScreen.kt	tracked	03_dev	.kt	text	7668	159	65a50d5e53922540	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/community/StudyScreen.kt	tracked	03_dev	.kt	text	6593	137	ceaceb3e4c581486	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/deduction/DeductionScreen.kt	tracked	03_dev	.kt	text	8414	161	1933eca72587e3fd	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/home/HomeScreen.kt	tracked	03_dev	.kt	text	10383	282	38d5814a6a9e6b4e	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/login/LoginScreen.kt	tracked	03_dev	.kt	text	8047	192	c7dd4f8e37a0578c	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/mypage/MyPageScreen.kt	tracked	03_dev	.kt	text	12556	255	8266c1b0fffccaca	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/mypage/SettingsScreen.kt	tracked	03_dev	.kt	text	10437	217	3fee42691530917b	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/nfc/NfcScreen.kt	tracked	03_dev	.kt	text	8776	246	96eca02decbf03ac	secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/notifications/NotifDetailScreen.kt	tracked	03_dev	.kt	text	4686	103	524d01df33fe80c6	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/notifications/NotificationsScreen.kt	tracked	03_dev	.kt	text	7703	156	2be75bac6e73f292	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/onboarding/OnboardingScreen.kt	tracked	03_dev	.kt	text	6665	189	f4cbdbfe67ded5e9	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/rollcall/RollCallScreen.kt	tracked	03_dev	.kt	text	5866	115	e4c72e77e41e7329	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/splash/SplashScreen.kt	tracked	03_dev	.kt	text	3427	95	26fd55b784bbb475	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/screens/welcome/WelcomeScreen.kt	tracked	03_dev	.kt	text	4916	130	b68c9e1fad0123f0	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/theme/Color.kt	tracked	03_dev	.kt	text	2813	62	948c1cfd427a9395	secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/theme/Theme.kt	tracked	03_dev	.kt	text	2882	92	2faa6148129dd828	secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/theme/Tokens.kt	tracked	03_dev	.kt	text	4186	133	cb773974ffe69830	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/java/jp/tomoshibi/android/ui/theme/Type.kt	tracked	03_dev	.kt	text	3895	129	2c1134cf90e7aeb9	demo-mock-todo,secret-word
03_dev/student_android/v1/app/src/main/res/drawable-hdpi/ic_launcher_foreground.png	tracked	03_dev	.png	binary	6388		053991781ccbf819	
03_dev/student_android/v1/app/src/main/res/drawable-mdpi/ic_launcher_foreground.png	tracked	03_dev	.png	binary	3416		8043a51e45d77232	
03_dev/student_android/v1/app/src/main/res/drawable-xhdpi/ic_launcher_foreground.png	tracked	03_dev	.png	binary	10126		31c6d7dd4dceb402	
03_dev/student_android/v1/app/src/main/res/drawable-xxhdpi/ic_launcher_foreground.png	tracked	03_dev	.png	binary	18788		dd755067b3046727	
03_dev/student_android/v1/app/src/main/res/drawable-xxxhdpi/ic_launcher_foreground.png	tracked	03_dev	.png	binary	30200		99fc727b771c9c88	
03_dev/student_android/v1/app/src/main/res/drawable/ic_launcher_background.xml	tracked	03_dev	.xml	text	292	9	3f5b261af272c89c	
03_dev/student_android/v1/app/src/main/res/mipmap-anydpi/ic_launcher.xml	tracked	03_dev	.xml	text	343	6	88f7653499ef5241	
03_dev/student_android/v1/app/src/main/res/mipmap-anydpi/ic_launcher_round.xml	tracked	03_dev	.xml	text	343	6	88f7653499ef5241	
03_dev/student_android/v1/app/src/main/res/mipmap-hdpi/ic_launcher.webp	tracked	03_dev	.webp	binary	1332		f86c01a498fd4d28	
03_dev/student_android/v1/app/src/main/res/mipmap-hdpi/ic_launcher_round.webp	tracked	03_dev	.webp	binary	1332		f86c01a498fd4d28	
03_dev/student_android/v1/app/src/main/res/mipmap-mdpi/ic_launcher.webp	tracked	03_dev	.webp	binary	872		e0374c689ef73c55	
03_dev/student_android/v1/app/src/main/res/mipmap-mdpi/ic_launcher_round.webp	tracked	03_dev	.webp	binary	872		e0374c689ef73c55	
03_dev/student_android/v1/app/src/main/res/mipmap-xhdpi/ic_launcher.webp	tracked	03_dev	.webp	binary	1836		ef780ff75ea2f9c3	
03_dev/student_android/v1/app/src/main/res/mipmap-xhdpi/ic_launcher_round.webp	tracked	03_dev	.webp	binary	1836		ef780ff75ea2f9c3	
03_dev/student_android/v1/app/src/main/res/mipmap-xxhdpi/ic_launcher.webp	tracked	03_dev	.webp	binary	2782		ebe70917b0ac395f	
03_dev/student_android/v1/app/src/main/res/mipmap-xxhdpi/ic_launcher_round.webp	tracked	03_dev	.webp	binary	2782		ebe70917b0ac395f	
03_dev/student_android/v1/app/src/main/res/mipmap-xxxhdpi/ic_launcher.webp	tracked	03_dev	.webp	binary	3822		db59bc89ed5d65fc	
03_dev/student_android/v1/app/src/main/res/mipmap-xxxhdpi/ic_launcher_round.webp	tracked	03_dev	.webp	binary	3822		db59bc89ed5d65fc	
03_dev/student_android/v1/app/src/main/res/values/colors.xml	tracked	03_dev	.xml	text	378	10	b5626527d503417f	
03_dev/student_android/v1/app/src/main/res/values/strings.xml	tracked	03_dev	.xml	text	71	3	8061104ca3a6c57f	
03_dev/student_android/v1/app/src/main/res/values/themes.xml	tracked	03_dev	.xml	text	151	5	5adb1ce6010fd5db	
03_dev/student_android/v1/app/src/main/res/xml/backup_rules.xml	tracked	03_dev	.xml	text	478	13	6cf1a27e6807b1d2	demo-mock-todo
03_dev/student_android/v1/app/src/main/res/xml/data_extraction_rules.xml	tracked	03_dev	.xml	text	551	19	cb1fc47ab4a98453	demo-mock-todo
03_dev/student_android/v1/app/src/test/java/jp/tomoshibi/android/ExampleUnitTest.kt	tracked	03_dev	.kt	text	344	17	4f0d7421aa3f7fc4	
03_dev/student_android/v1/build.gradle.kts	tracked	03_dev	.kts	text	218	5	be7dbfa1841b18b0	
03_dev/student_android/v1/gradle.properties	tracked	03_dev	.properties	text	826	15	6ff912b265d6dea5	
03_dev/student_android/v1/gradle/gradle-daemon-jvm.properties	tracked	03_dev	.properties	text	1138	12	231649d2f8e8dc24	
03_dev/student_android/v1/gradle/libs.versions.toml	tracked	03_dev	.toml	text	2417	38	f2caeb5b2e3c2ed2	
03_dev/student_android/v1/gradle/wrapper/gradle-wrapper.jar	tracked	03_dev	.jar	binary	45457		76805e32c009c0cf	
03_dev/student_android/v1/gradle/wrapper/gradle-wrapper.properties	tracked	03_dev	.properties	text	369	9	d18b3d42c3c740c9	
03_dev/student_android/v1/gradlew	tracked	03_dev	[none]	text	8728	251	3238afb2aed5cb16	
03_dev/student_android/v1/gradlew.bat	tracked	03_dev	.bat	text	2937	94	1d297e00bd21de3a	
03_dev/student_android/v1/settings.gradle.kts	tracked	03_dev	.kts	text	620	26	af1f69684105920d	
03_dev/student_ios/IOS_DESIGN_LOG.md	tracked	03_dev	.md	text	54365	1002	a391fd73aa2767fe	demo-mock-todo,secret-word
03_dev/student_ios/README.md	tracked	03_dev	.md	text	1967	42	127160d67b6e6b4b	demo-mock-todo
03_dev/student_ios/_archived_DESIGN_BRIEF_Round1_context.md	tracked	03_dev	.md	text	6315	168	c891f7b1544f1a1a	demo-mock-todo,secret-word
03_dev/student_ios/demo/.gitignore	tracked	03_dev	[none]	text	104	5	532ada57a8385770	
03_dev/student_ios/demo/QA_Round1_PhaseB.md	tracked	03_dev	.md	text	12331	216	18f0f53be3c4f0a6	demo-mock-todo,secret-word
03_dev/student_ios/demo/Tomoshibi_iOS_PhaseB_v2.html	tracked	03_dev	.html	text	1926755	197	d101929a618a11d4	demo-mock-todo,secret-word
03_dev/student_ios/demo/_archived_Round2_Prompt_draft.md	tracked	03_dev	.md	text	12223	230	a01129904ce6c66f	demo-mock-todo,secret-word
03_dev/student_ios/v1/.gitignore	tracked	03_dev	[none]	text	147	7	122ab91194439b97	
03_dev/student_ios/v1/BUILD.md	tracked	03_dev	.md	text	4316	98	4e02226bde93b986	demo-mock-todo,secret-word
03_dev/student_ios/v1/README.md	tracked	03_dev	.md	text	1159	39	652ea638dfbb0ea7	demo-mock-todo
03_dev/student_ios/v1/TASKS/TASK_C_COMMUNITY.md	tracked	03_dev	.md	text	4552	80	a935e05e79b182d2	demo-mock-todo,secret-word
03_dev/student_ios/v1/TASKS/TASK_D_APPLY.md	tracked	03_dev	.md	text	5321	116	6a3ab3d949f3b633	demo-mock-todo,secret-word
03_dev/student_ios/v1/TASKS/TASK_E_MYPAGE.md	tracked	03_dev	.md	text	6400	110	a66d12e80796628b	demo-mock-todo,secret-word
03_dev/student_ios/v1/TomoshibiApp.xcodeproj/project.pbxproj	tracked	03_dev	.pbxproj	text	37153	760	bf6019c12bc43559	demo-mock-todo,secret-word
03_dev/student_ios/v1/TomoshibiApp.xcodeproj/project.pbxproj.bak	tracked	03_dev	.bak	text	31448	698	18bf805ad0744b7d	demo-mock-todo,secret-word
